차트라벨,평형그룹,전용평수,계약일자,거래금액(만원),아파트,전용면적(평),전용면적(㎡),층,건축년도,법정동,지번,도로명,지역코드,조회지역코드,조회계약년월,계약년,계약월,계약일
문정가락현대1차(34평형),34평형,25.7,20260205,196000.0,문정가락현대1차,25.7,84.98,3,1984,문정동,3,동남로,11710,11710,202602,2026,02,05
현대1차(34평형),34평형,25.6,20260204,145000.0,현대1차,25.6,84.64,11,1992,거여동,362,오금로54길,11710,11710,202602,2026,02,04
헬리오시티(34평형),34평형,25.7,20260212,238200.0,헬리오시티,25.7,84.99,9,2018,가락동,913,송파대로,11710,11710,202602,2026,02,12
e편한세상송파파크센트럴(34평형),34평형,25.7,20260212,177000.0,e편한세상송파파크센트럴,25.7,84.96,1,2021,거여동,696,오금로,11710,11710,202602,2026,02,12
한신1(34평형),34평형,25.6,20260213,159000.0,한신1,25.6,84.53,2,1993,가락동,102,송파대로,11710,11710,202602,2026,02,13
상아2차아파트(24평형),24평형,13.8,20260213,139500.0,상아2차아파트,13.8,45.77,13,1988,오금동,165,오금로,11710,11710,202602,2026,02,13
거여2단지효성아파트(49평형),49평형,40.8,20260211,198000.0,거여2단지효성아파트,40.8,134.88,6,1997,거여동,291,양산로8길,11710,11710,202602,2026,02,11
송파레이크파크호반써밋Ⅰ(43평형),43평형,32.9,20260212,208000.0,송파레이크파크호반써밋Ⅰ,32.9,108.8119,13,2022,거여동,597,위례송파로,11710,11710,202602,2026,02,12
송파시그니처롯데캐슬(24평형),24평형,18.1,20260212,178800.0,송파시그니처롯데캐슬,18.1,59.98,27,2021,거여동,697,거마로,11710,11710,202602,2026,02,12
대림(49평형),49평형,37.8,20260209,265000.0,대림,37.8,125.075,5,1985,방이동,217,양재대로,11710,11710,202602,2026,02,09
건영1(34평형),34평형,25.5,20260212,179000.0,건영1,25.5,84.42,15,1996,문정동,72-3,새말로8길,11710,11710,202602,2026,02,12
현대(2-4차)(34평형),34평형,25.7,20260212,165200.0,현대(2-4차),25.7,84.98,12,1984,오금동,43,오금로35길,11710,11710,202602,2026,02,12
위례24단지(꿈에그린)(24평형),24평형,18.1,20260212,183000.0,위례24단지(꿈에그린),18.1,59.85,12,2013,장지동,901,위례광장로,11710,11710,202602,2026,02,12
현대백조(43평형),43평형,34.6,20260212,167500.0,현대백조,34.6,114.36,7,1997,오금동,11,양재대로72길,11710,11710,202602,2026,02,12
거여1단지(24평형),24평형,12.0,20260206,80000.0,거여1단지,12.0,39.6,2,1997,거여동,290,양산로8길,11710,11710,202602,2026,02,06
문정시영(24평형),24평형,12.0,20260207,98400.0,문정시영,12.0,39.69,9,1989,문정동,145,송이로31길,11710,11710,202602,2026,02,07
송파와이즈더샵(39평형),39평형,29.3,20260210,205000.0,송파와이즈더샵,29.3,96.9356,2,2016,장지동,895,위례광장로,11710,11710,202602,2026,02,10
현대3차(34평형),34평형,25.7,20260212,127500.0,현대3차,25.7,84.94,10,1993,거여동,46,거마로,11710,11710,202602,2026,02,12
문정가락현대1차(34평형),34평형,25.7,20260202,199000.0,문정가락현대1차,25.7,84.98,4,1984,문정동,3,동남로,11710,11710,202602,2026,02,02
문정대우푸르지오2차(34평형),34평형,25.7,20260211,165000.0,문정대우푸르지오2차,25.7,84.82,5,2001,문정동,19,송이로32길,11710,11710,202602,2026,02,11
가락미륭아파트(24평형),24평형,19.4,20260211,185000.0,가락미륭아파트,19.4,64.26,15,1986,가락동,138,동남로11길,11710,11710,202602,2026,02,11
씨티극동1(34평형),34평형,25.5,20260205,145000.0,씨티극동1,25.5,84.22,9,1998,풍납동,509,한가람로,11710,11710,202602,2026,02,05
이트리움송파(281-4)(34평형),34평형,25.6,20260211,105925.0,이트리움송파(281-4),25.6,84.7,7,2024,풍납동,281-4,풍성로14길,11710,11710,202602,2026,02,11
장미2(43평형),43평형,36.3,20260211,380000.0,장미2,36.3,120.0,9,1979,신천동,11,올림픽로35길,11710,11710,202602,2026,02,11
송파시그니처롯데캐슬(34평형),34평형,25.7,20260203,214000.0,송파시그니처롯데캐슬,25.7,84.98,8,2021,거여동,697,거마로,11710,11710,202602,2026,02,03
테라펠리체송파(24평형),24평형,13.3,20260211,82000.0,테라펠리체송파,13.3,44.0351,8,2021,가락동,166-6,동남로,11710,11710,202602,2026,02,11
대림(49평형),49평형,38.1,20260207,250000.0,대림,38.1,125.79,6,1988,오금동,2,위례성대로,11710,11710,202602,2026,02,07
주공아파트 5단지(32평형),32평형,23.1,20260207,423500.0,주공아파트 5단지,23.1,76.5,5,1978,잠실동,27,송파대로,11710,11710,202602,2026,02,07
위례24단지(꿈에그린)(24평형),24평형,15.7,20260210,154500.0,위례24단지(꿈에그린),15.7,51.78,9,2013,장지동,901,위례광장로,11710,11710,202602,2026,02,10
파크리오(49평형),49평형,36.8,20260205,372000.0,파크리오,36.8,121.63,17,2008,신천동,17,올림픽로,11710,11710,202602,2026,02,05
거여4단지(24평형),24평형,18.1,20260209,126000.0,거여4단지,18.1,59.73,10,1997,거여동,293,양산로4길,11710,11710,202602,2026,02,09
주성파크빌(32평형),32평형,20.3,20260206,64000.0,주성파크빌,20.3,67.03,5,2002,가락동,169-13,오금로44가길,11710,11710,202602,2026,02,06
주공아파트 5단지(32평형),32평형,23.1,20260206,417500.0,주공아파트 5단지,23.1,76.5,7,1978,잠실동,27,송파대로,11710,11710,202602,2026,02,06
현대2차(34평형),34평형,25.1,20260204,131000.0,현대2차,25.1,82.96,12,1992,거여동,44,오금로61길,11710,11710,202602,2026,02,04
주공아파트 5단지(32평형),32평형,23.1,20260206,422500.0,주공아파트 5단지,23.1,76.5,5,1978,잠실동,27,송파대로,11710,11710,202602,2026,02,06
파크리오(34평형),34평형,25.7,20260209,297500.0,파크리오,25.7,84.9,16,2008,신천동,17,올림픽로,11710,11710,202602,2026,02,09
SK(34평형),34평형,25.3,20260209,150000.0,SK,25.3,83.8,10,2001,송파동,170,송이로,11710,11710,202602,2026,02,09
송파파밀리에더퍼스트(24평형),24평형,18.1,20260203,150000.0,송파파밀리에더퍼스트,18.1,59.935,5,2023,송파동,245,송이로4길,11710,11710,202602,2026,02,03
대림(34평형),34평형,25.7,20260207,249300.0,대림,25.7,84.915,15,1985,방이동,217,양재대로,11710,11710,202602,2026,02,07
건영1(34평형),34평형,25.5,20260209,174000.0,건영1,25.5,84.39,10,1996,문정동,72-3,새말로8길,11710,11710,202602,2026,02,09
송파시그니처롯데캐슬(24평형),24평형,18.1,20260209,177500.0,송파시그니처롯데캐슬,18.1,59.98,13,2021,거여동,697,거마로,11710,11710,202602,2026,02,09
헬리오시티(59평형),59평형,45.4,20260209,450000.0,헬리오시티,45.4,150.09,29,2018,가락동,913,송파대로,11710,11710,202602,2026,02,09
미성(43평형),43평형,35.4,20260206,173000.0,미성,35.4,116.97,7,1985,풍납동,219,풍성로,11710,11710,202602,2026,02,06
대림(34평형),34평형,25.7,20260207,234000.0,대림,25.7,84.91,3,1988,오금동,2,위례성대로,11710,11710,202602,2026,02,07
현대백조(34평형),34평형,25.7,20260209,154000.0,현대백조,25.7,84.92,4,1997,오금동,11,양재대로72길,11710,11710,202602,2026,02,09
대림(49평형),49평형,37.8,20260209,265000.0,대림,37.8,125.075,5,1985,방이동,217,양재대로,11710,11710,202602,2026,02,09
트윈레이크팰리스빌(24평형),24평형,8.5,20260207,36500.0,트윈레이크팰리스빌,8.5,28.11,5,2018,송파동,58-15,백제고분로45길,11710,11710,202602,2026,02,07
동아한가람1(34평형),34평형,25.5,20260209,149900.0,동아한가람1,25.5,84.38,9,1995,풍납동,506,한가람로,11710,11710,202602,2026,02,09
우성(43평형),43평형,33.0,20260209,211000.0,우성,33.0,109.25,15,1986,가락동,96-1,송파대로32길,11710,11710,202602,2026,02,09
현대리버빌2지구(34평형),34평형,25.7,20260208,149500.0,현대리버빌2지구,25.7,84.97,8,1999,풍납동,261,풍성로24길,11710,11710,202602,2026,02,08
문정시영(24평형),24평형,12.0,20260207,103000.0,문정시영,12.0,39.69,10,1989,문정동,145,송이로31길,11710,11710,202602,2026,02,07
헬리오시티(43평형),43평형,33.5,20260207,339000.0,헬리오시티,33.5,110.66,15,2018,가락동,913,송파대로,11710,11710,202602,2026,02,07
잠실더샵스타파크(84평형),84평형,52.4,20260203,283000.0,잠실더샵스타파크,52.4,173.17,28,2008,신천동,7-14,올림픽로35가길,11710,11710,202602,2026,02,03
미켈란호수가(49평형),49평형,39.2,20260207,215000.0,미켈란호수가,39.2,129.45,15,2007,석촌동,158-5,석촌호수로,11710,11710,202602,2026,02,07
문정시영(24평형),24평형,10.7,20260204,80000.0,문정시영,10.7,35.46,11,1989,문정동,145,송이로31길,11710,11710,202602,2026,02,04
대림(34평형),34평형,25.7,20260205,248000.0,대림,25.7,84.915,7,1985,방이동,217,양재대로,11710,11710,202602,2026,02,05
파크하비오(34평형),34평형,25.7,20260207,190000.0,파크하비오,25.7,84.9342,17,2016,문정동,618,송파대로,11710,11710,202602,2026,02,07
현대백조(34평형),34평형,25.7,20260201,149500.0,현대백조,25.7,84.92,7,1997,오금동,11,양재대로72길,11710,11710,202602,2026,02,01
건영1(34평형),34평형,25.5,20260207,182500.0,건영1,25.5,84.39,14,1996,문정동,72-3,새말로8길,11710,11710,202602,2026,02,07
헬리오시티(39평형),39평형,30.1,20260205,310000.0,헬리오시티,30.1,99.6,3,2018,가락동,913,송파대로,11710,11710,202602,2026,02,05
e편한세상송파파크센트럴(24평형),24평형,18.1,20260204,180000.0,e편한세상송파파크센트럴,18.1,59.96,23,2021,거여동,696,오금로,11710,11710,202602,2026,02,04
테라펠리체송파(24평형),24평형,13.3,20260206,77500.0,테라펠리체송파,13.3,44.0351,3,2021,가락동,166-6,동남로,11710,11710,202602,2026,02,06
송파시그니처롯데캐슬(34평형),34평형,25.7,20260207,212500.0,송파시그니처롯데캐슬,25.7,84.98,22,2021,거여동,697,거마로,11710,11710,202602,2026,02,07
잠실엘스(34평형),34평형,25.7,20260207,350000.0,잠실엘스,25.7,84.8,17,2008,잠실동,19,올림픽로,11710,11710,202602,2026,02,07
거여2단지효성아파트(39평형),39평형,30.8,20260207,167000.0,거여2단지효성아파트,30.8,101.95,11,1997,거여동,291,양산로8길,11710,11710,202602,2026,02,07
우성(24평형),24평형,17.7,20260206,170000.0,우성,17.7,58.46,10,1986,가락동,96-1,송파대로32길,11710,11710,202602,2026,02,06
가락금호아파트(24평형),24평형,18.1,20260207,185000.0,가락금호아파트,18.1,59.91,8,1997,가락동,95-1,송파대로32길,11710,11710,202602,2026,02,07
선경쉐르빌(106-23)(32평형),32평형,23.1,20260207,73000.0,선경쉐르빌(106-23),23.1,76.47,7,2002,문정동,106-23,송이로30길,11710,11710,202602,2026,02,07
리센츠(24평형),24평형,8.4,20260207,158000.0,리센츠,8.4,27.68,15,2008,잠실동,22,올림픽로,11710,11710,202602,2026,02,07
송파더센트레(24평형),24평형,15.7,20260206,150000.0,송파더센트레,15.7,51.77,16,2013,장지동,879,위례광장로,11710,11710,202602,2026,02,06
송파위례리슈빌(43평형),43평형,31.9,20260207,219000.0,송파위례리슈빌,31.9,105.4624,9,2021,거여동,654,위례송파로,11710,11710,202602,2026,02,07
송파파크데일1단지(34평형),34평형,25.7,20260206,127000.0,송파파크데일1단지,25.7,84.86,6,2011,마천동,582,성내천로37길,11710,11710,202602,2026,02,06
거여2단지효성아파트(39평형),39평형,30.8,20260206,155000.0,거여2단지효성아파트,30.8,101.95,5,1997,거여동,291,양산로8길,11710,11710,202602,2026,02,06
송파위례리슈빌(43평형),43평형,31.9,20260204,215000.0,송파위례리슈빌,31.9,105.4624,9,2021,거여동,654,위례송파로,11710,11710,202602,2026,02,04
한강극동(43평형),43평형,34.7,20260206,167000.0,한강극동,34.7,114.76,5,1995,풍납동,508,토성로,11710,11710,202602,2026,02,06
거여5단지(34평형),34평형,25.5,20260207,152000.0,거여5단지,25.5,84.17,12,1997,거여동,294,양산로4길,11710,11710,202602,2026,02,07
쌍용스윗닷홈(105동)(49평형),49평형,37.0,20260204,162000.0,쌍용스윗닷홈(105동),37.0,122.43,3,2005,가락동,51-1,송이로17길,11710,11710,202602,2026,02,04
가락현대투웰브(101동)(43평형),43평형,31.8,20260205,120000.0,가락현대투웰브(101동),31.8,105.02,7,2005,가락동,198-9,동남로14길,11710,11710,202602,2026,02,05
거여1단지(24평형),24평형,12.0,20260205,85000.0,거여1단지,12.0,39.6,8,1997,거여동,290,양산로8길,11710,11710,202602,2026,02,05
현대리버빌2지구(24평형),24평형,12.4,20260203,67500.0,현대리버빌2지구,12.4,40.95,17,1999,풍납동,261,풍성로24길,11710,11710,202602,2026,02,03
풍림1(34평형),34평형,24.4,20260205,116000.0,풍림1,24.4,80.52,7,1995,가락동,142,동남로9길,11710,11710,202602,2026,02,05
송파파인타운8단지(24평형),24평형,18.1,20260205,169500.0,송파파인타운8단지,18.1,59.97,17,2008,장지동,842,충민로4길,11710,11710,202602,2026,02,05
송파호반베르디움더퍼스트(39평형),39평형,30.7,20260203,167000.0,송파호반베르디움더퍼스트,30.7,101.4632,19,2018,오금동,619,동남로,11710,11710,202602,2026,02,03
마천금호어울림1차아파트(43평형),43평형,34.7,20260202,110000.0,마천금호어울림1차아파트,34.7,114.81,2,2002,마천동,575,성내천로,11710,11710,202602,2026,02,02
이트리움송파(281-4)(34평형),34평형,25.6,20260205,84645.0,이트리움송파(281-4),25.6,84.7,5,2024,풍납동,281-4,풍성로14길,11710,11710,202602,2026,02,05
현대(2-4차)(34평형),34평형,25.7,20260204,260000.0,현대(2-4차),25.7,84.98,5,1984,오금동,43,오금로35길,11710,11710,202602,2026,02,04
우성(24평형),24평형,13.2,20260203,159000.0,우성,13.2,43.79,9,1986,가락동,96-1,송파대로32길,11710,11710,202602,2026,02,03
잠실엘스(34평형),34평형,25.7,20260204,345000.0,잠실엘스,25.7,84.8,6,2008,잠실동,19,올림픽로,11710,11710,202602,2026,02,04
우성(24평형),24평형,17.7,20260204,168000.0,우성,17.7,58.46,15,1986,가락동,96-1,송파대로32길,11710,11710,202602,2026,02,04
문정시영(24평형),24평형,10.7,20260205,77000.0,문정시영,10.7,35.46,10,1989,문정동,145,송이로31길,11710,11710,202602,2026,02,05
건영1(34평형),34평형,25.5,20260204,178000.0,건영1,25.5,84.39,13,1996,문정동,72-3,새말로8길,11710,11710,202602,2026,02,04
송파레이크파크호반써밋Ⅱ(43평형),43평형,32.9,20260204,226000.0,송파레이크파크호반써밋Ⅱ,32.9,108.8119,11,2022,거여동,607,위례송파로,11710,11710,202602,2026,02,04
잠실아이스페이스(32평형),32평형,23.2,20260203,120000.0,잠실아이스페이스,23.2,76.55,22,2001,신천동,11-10,오금로,11710,11710,202602,2026,02,03
이트리움송파(281-4)(32평형),32평형,21.7,20260203,76570.0,이트리움송파(281-4),21.7,71.69,5,2024,풍납동,281-4,풍성로14길,11710,11710,202602,2026,02,03
송파와이즈더샵(39평형),39평형,29.3,20260203,206000.0,송파와이즈더샵,29.3,96.9356,17,2016,장지동,895,위례광장로,11710,11710,202602,2026,02,03
극동(34평형),34평형,24.2,20260201,165000.0,극동,24.2,79.945,2,1987,풍납동,391,올림픽로45길,11710,11710,202602,2026,02,01
현대1(34평형),34평형,24.2,20260304,150000.0,현대1,24.2,80.01,7,1989,삼전동,39,백제고분로22길,11710,11710,202603,2026,03,04
마천금호어울림1차아파트(43평형),43평형,34.7,20260324,114000.0,마천금호어울림1차아파트,34.7,114.81,13,2002,마천동,575,성내천로,11710,11710,202603,2026,03,24
주성드림펠리스(43평형),43평형,33.1,20260320,110000.0,주성드림펠리스,33.1,109.45,2,2004,가락동,160-1,오금로,11710,11710,202603,2026,03,20
트리지움(24평형),24평형,18.1,20260330,275000.0,트리지움,18.1,59.88,19,2007,잠실동,35,잠실로,11710,11710,202603,2026,03,30
올림픽선수기자촌3단지(34평형),34평형,25.1,20260326,290000.0,올림픽선수기자촌3단지,25.1,83.06,3,1988,방이동,89,양재대로,11710,11710,202603,2026,03,26
문정시영(24평형),24평형,10.7,20260321,85000.0,문정시영,10.7,35.46,7,1989,문정동,145,송이로31길,11710,11710,202603,2026,03,21
헬리오시티(34평형),34평형,25.7,20260328,270000.0,헬리오시티,25.7,84.98,20,2018,가락동,913,송파대로,11710,11710,202603,2026,03,28
문정시영(24평형),24평형,12.0,20260328,106000.0,문정시영,12.0,39.69,7,1989,문정동,145,송이로31길,11710,11710,202603,2026,03,28
한화오벨리스크(24평형),24평형,9.2,20260321,23000.0,한화오벨리스크,9.2,30.25,18,2004,가락동,78-1,중대로,11710,11710,202603,2026,03,21
트리지움(59평형),59평형,45.2,20260328,390000.0,트리지움,45.2,149.45,20,2007,잠실동,35,잠실로,11710,11710,202603,2026,03,28
롯데캐슬골드(59평형),59평형,44.8,20260322,320000.0,롯데캐슬골드,44.8,148.15,26,2005,신천동,7-18,올림픽로,11710,11710,202603,2026,03,22
현대리버빌2지구(43평형),43평형,34.8,20260302,167000.0,현대리버빌2지구,34.8,114.88,3,1999,풍납동,261,풍성로24길,11710,11710,202603,2026,03,02
트리지움(34평형),34평형,25.7,20260328,300000.0,트리지움,25.7,84.83,17,2007,잠실동,35,잠실로,11710,11710,202603,2026,03,28
송파파인타운9단지(24평형),24평형,18.1,20260314,170000.0,송파파인타운9단지,18.1,59.95,14,2007,장지동,843,송파대로8길,11710,11710,202603,2026,03,14
한강극동(43평형),43평형,34.7,20260307,200500.0,한강극동,34.7,114.76,15,1995,풍납동,508,토성로,11710,11710,202603,2026,03,07
문정시영(24평형),24평형,14.0,20260328,115000.0,문정시영,14.0,46.26,8,1989,문정동,145,송이로31길,11710,11710,202603,2026,03,28
문정시영(24평형),24평형,14.0,20260320,109500.0,문정시영,14.0,46.26,10,1989,문정동,145,송이로31길,11710,11710,202603,2026,03,20
올림픽선수기자촌1단지(34평형),34평형,25.1,20260331,277500.0,올림픽선수기자촌1단지,25.1,83.06,11,1988,방이동,89,양재대로,11710,11710,202603,2026,03,31
잠실한솔(34평형),34평형,25.7,20260325,189000.0,잠실한솔,25.7,84.87,11,2000,석촌동,285,백제고분로,11710,11710,202603,2026,03,25
문정시영(24평형),24평형,7.8,20260328,71000.0,문정시영,7.8,25.65,7,1989,문정동,145,송이로31길,11710,11710,202603,2026,03,28
파크리오(49평형),49평형,36.8,20260320,330000.0,파크리오,36.8,121.63,12,2008,신천동,17,올림픽로,11710,11710,202603,2026,03,20
광명아파트(24평형),24평형,17.1,20260331,65000.0,광명아파트,17.1,56.63,7,2007,방이동,120-2,백제고분로48나길,11710,11710,202603,2026,03,31
문정시영(24평형),24평형,7.8,20260328,68500.0,문정시영,7.8,25.65,4,1989,문정동,145,송이로31길,11710,11710,202603,2026,03,28
리센츠(49평형),49평형,37.6,20260328,398500.0,리센츠,37.6,124.22,30,2008,잠실동,22,올림픽로,11710,11710,202603,2026,03,28
sk파크타워(34평형),34평형,25.7,20260331,126000.0,sk파크타워,25.7,84.85,6,2003,가락동,166-2,오금로,11710,11710,202603,2026,03,31
파크리오(24평형),24평형,18.1,20260319,275000.0,파크리오,18.1,59.95,15,2008,신천동,17,올림픽로,11710,11710,202603,2026,03,19
현대1(34평형),34평형,24.2,20260328,135000.0,현대1,24.2,80.01,2,1989,삼전동,39,백제고분로22길,11710,11710,202603,2026,03,28
보라뷰(34평형),34평형,25.7,20260328,81300.0,보라뷰,25.7,84.88,5,2003,문정동,91-19,송이로30길,11710,11710,202603,2026,03,28
잠실올림픽공원아이파크(24평형),24평형,18.1,20260330,215000.0,잠실올림픽공원아이파크,18.1,59.93,27,2019,풍납동,514,올림픽로43길,11710,11710,202603,2026,03,30
헬리오시티(39평형),39평형,30.1,20260327,303000.0,헬리오시티,30.1,99.6,24,2018,가락동,913,송파대로,11710,11710,202603,2026,03,27
에이메스더리버송파(24평형),24평형,14.6,20260312,78000.0,에이메스더리버송파,14.6,48.34,9,2018,삼전동,38-11,백제고분로22길,11710,11710,202603,2026,03,12
거여1단지(24평형),24평형,12.0,20260320,89000.0,거여1단지,12.0,39.6,6,1997,거여동,290,양산로8길,11710,11710,202603,2026,03,20
리센츠(34평형),34평형,25.7,20260330,350000.0,리센츠,25.7,84.99,17,2008,잠실동,22,올림픽로,11710,11710,202603,2026,03,30
다성이즈빌클래식(59평형),59평형,50.6,20260322,104000.0,다성이즈빌클래식,50.6,167.4,4,2003,오금동,75,성내천로,11710,11710,202603,2026,03,22
동아한가람1(34평형),34평형,25.5,20260303,140000.0,동아한가람1,25.5,84.38,12,1995,풍납동,506,한가람로,11710,11710,202603,2026,03,03
송파파크데일1단지(34평형),34평형,25.4,20260329,136000.0,송파파크데일1단지,25.4,84.13,4,2011,마천동,582,성내천로37길,11710,11710,202603,2026,03,29
한강극동(43평형),43평형,34.7,20260331,190000.0,한강극동,34.7,114.76,7,1995,풍납동,508,토성로,11710,11710,202603,2026,03,31
삼성(34평형),34평형,25.7,20260307,126000.0,삼성,25.7,84.87,1,1989,오금동,160,문정로,11710,11710,202603,2026,03,07
현대리버빌1지구(34평형),34평형,25.7,20260331,163000.0,현대리버빌1지구,25.7,84.95,4,1999,풍납동,260,토성로,11710,11710,202603,2026,03,31
파크리오(34평형),34평형,25.7,20260328,272000.0,파크리오,25.7,84.9,14,2008,신천동,17,올림픽로,11710,11710,202603,2026,03,28
잠실푸르지오월드마크(49평형),49평형,36.5,20260328,260000.0,잠실푸르지오월드마크,36.5,120.61,15,2013,신천동,11-4,올림픽로35가길,11710,11710,202603,2026,03,28
한화오벨리스크(24평형),24평형,7.7,20260312,19100.0,한화오벨리스크,7.7,25.32,16,2004,가락동,78-1,중대로,11710,11710,202603,2026,03,12
세원아파트(24평형),24평형,19.9,20260328,35000.0,세원아파트,19.9,65.95,1,2003,방이동,169-2,위례성대로8길,11710,11710,202603,2026,03,28
자이파인빌(102동)(32평형),32평형,21.0,20260328,71500.0,자이파인빌(102동),21.0,69.44,2,2006,문정동,68-5,송파대로14길,11710,11710,202603,2026,03,28
리센츠(34평형),34평형,25.7,20260326,332000.0,리센츠,25.7,84.99,11,2008,잠실동,22,올림픽로,11710,11710,202603,2026,03,26
우방아파트(34평형),34평형,23.9,20260326,93000.0,우방아파트,23.9,79.07,2,2002,마천동,576,성내천로,11710,11710,202603,2026,03,26
잠실엘스(34평형),34평형,25.7,20260323,328000.0,잠실엘스,25.7,84.97,22,2008,잠실동,19,올림픽로,11710,11710,202603,2026,03,23
잠실엘스(34평형),34평형,25.7,20260327,330000.0,잠실엘스,25.7,84.8,13,2008,잠실동,19,올림픽로,11710,11710,202603,2026,03,27
장미2(34평형),34평형,24.9,20260307,325000.0,장미2,24.9,82.45,6,1979,신천동,11,올림픽로35길,11710,11710,202603,2026,03,07
레이크팰리스(43평형),43평형,35.1,20260327,340000.0,레이크팰리스,35.1,116.19,5,2006,잠실동,44,잠실로,11710,11710,202603,2026,03,27
올림픽선수기자촌2단지(59평형),59평형,49.4,20260330,403000.0,올림픽선수기자촌2단지,49.4,163.44,7,1988,방이동,89,양재대로,11710,11710,202603,2026,03,30
현대(2-4차)(84평형),84평형,51.5,20260317,335000.0,현대(2-4차),51.5,170.32,6,1984,오금동,43,오금로35길,11710,11710,202603,2026,03,17
리센츠(34평형),34평형,25.7,20260327,311000.0,리센츠,25.7,84.99,19,2008,잠실동,22,올림픽로,11710,11710,202603,2026,03,27
올림픽선수기자촌2단지(39평형),39평형,30.3,20260327,297000.0,올림픽선수기자촌2단지,30.3,100.31,4,1988,방이동,89,양재대로,11710,11710,202603,2026,03,27
헬리오시티(34평형),34평형,25.7,20260330,281500.0,헬리오시티,25.7,84.98,22,2018,가락동,913,송파대로,11710,11710,202603,2026,03,30
현대리버빌1지구(24평형),24평형,13.1,20260331,92000.0,현대리버빌1지구,13.1,43.2,5,1999,풍납동,260,토성로,11710,11710,202603,2026,03,31
잠실엘스(34평형),34평형,25.7,20260328,315000.0,잠실엘스,25.7,84.88,11,2008,잠실동,19,올림픽로,11710,11710,202603,2026,03,28
문정시영(24평형),24평형,14.0,20260331,105000.0,문정시영,14.0,46.26,2,1989,문정동,145,송이로31길,11710,11710,202603,2026,03,31
문정시영(24평형),24평형,12.0,20260331,102000.0,문정시영,12.0,39.69,5,1989,문정동,145,송이로31길,11710,11710,202603,2026,03,31
헬리오시티(39평형),39평형,30.1,20260328,300000.0,헬리오시티,30.1,99.6,7,2018,가락동,913,송파대로,11710,11710,202603,2026,03,28
동아한가람1(34평형),34평형,25.5,20260331,145000.0,동아한가람1,25.5,84.38,6,1995,풍납동,506,한가람로,11710,11710,202603,2026,03,31
헬리오시티(34평형),34평형,25.7,20260331,283000.0,헬리오시티,25.7,84.99,13,2018,가락동,913,송파대로,11710,11710,202603,2026,03,31
현대3차(34평형),34평형,25.7,20260317,116000.0,현대3차,25.7,84.83,7,1993,거여동,46,거마로,11710,11710,202603,2026,03,17
송파레이크파크호반써밋Ⅰ(43평형),43평형,32.9,20260321,198000.0,송파레이크파크호반써밋Ⅰ,32.9,108.8119,15,2022,거여동,597,위례송파로,11710,11710,202603,2026,03,21
한강극동(24평형),24평형,17.9,20260327,142000.0,한강극동,17.9,59.26,8,1995,풍납동,508,토성로,11710,11710,202603,2026,03,27
리센츠(34평형),34평형,25.7,20260326,297000.0,리센츠,25.7,84.99,1,2008,잠실동,22,올림픽로,11710,11710,202603,2026,03,26
마천금호어울림1차아파트(34평형),34평형,24.6,20260316,109000.0,마천금호어울림1차아파트,24.6,81.18,6,2002,마천동,575,성내천로,11710,11710,202603,2026,03,16
아시아선수촌아파트(59평형),59평형,45.7,20260331,600000.0,아시아선수촌아파트,45.7,151.008,5,1986,잠실동,86,올림픽로4길,11710,11710,202603,2026,03,31
거여1단지(24평형),24평형,12.0,20260324,84500.0,거여1단지,12.0,39.6,6,1997,거여동,290,양산로8길,11710,11710,202603,2026,03,24
테라펠리체송파(24평형),24평형,10.3,20260330,66000.0,테라펠리체송파,10.3,33.9472,16,2021,가락동,166-6,동남로,11710,11710,202603,2026,03,30
현대(5차)(24평형),24평형,16.3,20260330,115000.0,현대(5차),16.3,54.0,2,1989,가락동,161-2,오금로,11710,11710,202603,2026,03,30
리센츠(34평형),34평형,25.7,20260330,340000.0,리센츠,25.7,84.99,18,2008,잠실동,22,올림픽로,11710,11710,202603,2026,03,30
가락(1차)쌍용아파트(24평형),24평형,18.1,20260330,182500.0,가락(1차)쌍용아파트,18.1,59.92,2,1997,가락동,140,동남로,11710,11710,202603,2026,03,30
헬리오시티(34평형),34평형,25.7,20260314,275000.0,헬리오시티,25.7,84.99,6,2018,가락동,913,송파대로,11710,11710,202603,2026,03,14
씨티극동1(34평형),34평형,25.5,20260320,148000.0,씨티극동1,25.5,84.22,14,1998,풍납동,509,한가람로,11710,11710,202603,2026,03,20
리센츠(34평형),34평형,25.7,20260330,328000.0,리센츠,25.7,84.99,29,2008,잠실동,22,올림픽로,11710,11710,202603,2026,03,30
잠실엘스(34평형),34평형,25.7,20260326,315000.0,잠실엘스,25.7,84.8,22,2008,잠실동,19,올림픽로,11710,11710,202603,2026,03,26
잠실엘스(24평형),24평형,18.1,20260330,280000.0,잠실엘스,18.1,59.96,19,2008,잠실동,19,올림픽로,11710,11710,202603,2026,03,30
래미안파크팰리스(34평형),34평형,25.7,20260324,239000.0,래미안파크팰리스,25.7,84.936,10,2007,가락동,165,동남로,11710,11710,202603,2026,03,24
리센츠(34평형),34평형,25.7,20260328,315000.0,리센츠,25.7,84.99,11,2008,잠실동,22,올림픽로,11710,11710,202603,2026,03,28
우송그린(34평형),34평형,25.7,20260323,71000.0,우송그린,25.7,84.96,5,1992,오금동,76,성내천로,11710,11710,202603,2026,03,23
