아파트,건축년도,거래금액(만원),계약일,계약월,계약년,전용면적(㎡),층,지번,도로명,지역코드,법정동,평형그룹,거래유형,조회지역코드,조회계약년월,계약일자
주공아파트 5단지,1978,207300.0,22,06,2020,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202006,20200622
주공아파트 5단지,1978,203000.0,11,06,2020,76.5,8,27,송파대로,11710,잠실동,34평형,매매,11710,202006,20200611
주공아파트 5단지,1978,213300.0,20,06,2020,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202006,20200620
주공아파트 5단지,1978,206300.0,21,06,2020,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202006,20200621
주공아파트 5단지,1978,213300.0,19,06,2020,76.5,9,27,송파대로,11710,잠실동,34평형,매매,11710,202006,20200619
주공아파트 5단지,1978,207700.0,20,06,2020,76.5,1,27,송파대로,11710,잠실동,34평형,매매,11710,202006,20200620
주공아파트 5단지,1978,203300.0,06,06,2020,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202006,20200606
주공아파트 5단지,1978,200100.0,10,06,2020,76.5,1,27,송파대로,11710,잠실동,34평형,매매,11710,202006,20200610
주공아파트 5단지,1978,213300.0,11,06,2020,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202006,20200611
주공아파트 5단지,1978,199000.0,01,06,2020,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202006,20200601
주공아파트 5단지,1978,198300.0,04,06,2020,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202006,20200604
주공아파트 5단지,1978,208300.0,11,06,2020,76.5,7,27,송파대로,11710,잠실동,34평형,매매,11710,202006,20200611
주공아파트 5단지,1978,198300.0,02,06,2020,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202006,20200602
주공아파트 5단지,1978,197300.0,06,06,2020,76.5,1,27,송파대로,11710,잠실동,34평형,매매,11710,202006,20200606
주공아파트 5단지,1978,230000.0,27,07,2020,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202007,20200727
주공아파트 5단지,1978,218300.0,18,07,2020,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202007,20200718
주공아파트 5단지,1978,213300.0,17,07,2020,76.5,5,27,송파대로,11710,잠실동,34평형,매매,11710,202007,20200717
주공아파트 5단지,1978,211300.0,14,07,2020,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202007,20200714
주공아파트 5단지,1978,228300.0,22,08,2020,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202008,20200822
주공아파트 5단지,1978,228300.0,11,08,2020,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202008,20200811
주공아파트 5단지,1978,225300.0,22,09,2020,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202009,20200922
주공아파트 5단지,1978,230000.0,15,09,2020,76.5,9,27,송파대로,11710,잠실동,34평형,매매,11710,202009,20200915
주공아파트 5단지,1978,216000.0,14,10,2020,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202010,20201014
주공아파트 5단지,1978,222800.0,07,10,2020,76.5,7,27,송파대로,11710,잠실동,34평형,매매,11710,202010,20201007
주공아파트 5단지,1978,218000.0,17,12,2020,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202012,20201217
주공아파트 5단지,1978,188300.0,24,12,2020,76.5,11,27,송파대로,11710,잠실동,34평형,매매,11710,202012,20201224
주공아파트 5단지,1978,221300.0,19,12,2020,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202012,20201219
주공아파트 5단지,1978,223000.0,04,12,2020,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202012,20201204
주공아파트 5단지,1978,216300.0,10,12,2020,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202012,20201210
주공아파트 5단지,1978,228300.0,24,01,2021,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202101,20210124
주공아파트 5단지,1978,226300.0,08,01,2021,76.5,8,27,송파대로,11710,잠실동,34평형,매매,11710,202101,20210108
주공아파트 5단지,1978,243300.0,03,02,2021,76.5,7,27,송파대로,11710,잠실동,34평형,매매,11710,202102,20210203
주공아파트 5단지,1978,241300.0,26,03,2021,76.5,14,27,송파대로,11710,잠실동,34평형,매매,11710,202103,20210326
주공아파트 5단지,1978,243300.0,03,03,2021,76.5,5,27,송파대로,11710,잠실동,34평형,매매,11710,202103,20210303
주공아파트 5단지,1978,250000.0,23,04,2021,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202104,20210423
주공아파트 5단지,1978,238300.0,15,04,2021,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202104,20210415
주공아파트 5단지,1978,241000.0,15,04,2021,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202104,20210415
주공아파트 5단지,1978,246300.0,23,04,2021,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202104,20210423
주공아파트 5단지,1978,250000.0,21,05,2021,76.5,5,27,송파대로,11710,잠실동,34평형,매매,11710,202105,20210521
주공아파트 5단지,1978,249800.0,14,05,2021,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202105,20210514
주공아파트 5단지,1978,245500.0,24,06,2021,76.5,7,27,송파대로,11710,잠실동,34평형,매매,11710,202106,20210624
주공아파트 5단지,1978,246050.0,14,06,2021,76.5,5,27,송파대로,11710,잠실동,34평형,매매,11710,202106,20210614
주공아파트 5단지,1978,250800.0,24,07,2021,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202107,20210724
주공아파트 5단지,1978,248050.0,23,07,2021,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202107,20210723
주공아파트 5단지,1978,250050.0,07,07,2021,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202107,20210707
주공아파트 5단지,1978,248000.0,08,07,2021,76.5,14,27,송파대로,11710,잠실동,34평형,매매,11710,202107,20210708
주공아파트 5단지,1978,250050.0,07,07,2021,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202107,20210707
주공아파트 5단지,1978,263300.0,28,08,2021,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202108,20210828
주공아파트 5단지,1978,264800.0,25,08,2021,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202108,20210825
주공아파트 5단지,1978,254000.0,12,08,2021,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202108,20210812
주공아파트 5단지,1978,250000.0,30,08,2021,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202108,20210830
주공아파트 5단지,1978,242000.0,10,08,2021,76.5,1,27,송파대로,11710,잠실동,34평형,매매,11710,202108,20210810
주공아파트 5단지,1978,258000.0,18,08,2021,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202108,20210818
주공아파트 5단지,1978,269000.0,29,09,2021,76.5,1,27,송파대로,11710,잠실동,34평형,매매,11710,202109,20210929
주공아파트 5단지,1978,270000.0,17,09,2021,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202109,20210917
주공아파트 5단지,1978,278000.0,25,10,2021,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202110,20211025
주공아파트 5단지,1978,287000.0,23,11,2021,76.5,9,27,송파대로,11710,잠실동,34평형,매매,11710,202111,20211123
주공아파트 5단지,1978,278000.0,29,12,2021,76.5,5,27,송파대로,11710,잠실동,34평형,매매,11710,202112,20211229
주공아파트 5단지,1978,278000.0,28,01,2022,76.5,7,27,송파대로,11710,잠실동,34평형,매매,11710,202201,20220128
주공아파트 5단지,1978,278000.0,15,01,2022,76.5,11,27,송파대로,11710,잠실동,34평형,매매,11710,202201,20220115
주공아파트 5단지,1978,271000.0,31,03,2022,76.5,7,27,송파대로,11710,잠실동,34평형,매매,11710,202203,20220331
주공아파트 5단지,1978,278000.0,06,05,2022,76.5,9,27,송파대로,11710,잠실동,34평형,매매,11710,202205,20220506
주공아파트 5단지,1978,275500.0,20,06,2022,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202206,20220620
주공아파트 5단지,1978,272500.0,26,07,2022,76.5,11,27,송파대로,11710,잠실동,34평형,매매,11710,202207,20220726
주공아파트 5단지,1978,190850.0,29,10,2022,76.5,1,27,송파대로,11710,잠실동,34평형,매매,11710,202210,20221029
주공아파트 5단지,1978,227850.0,17,10,2022,76.5,8,27,송파대로,11710,잠실동,34평형,매매,11710,202210,20221017
주공아파트 5단지,1978,199800.0,25,11,2022,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202211,20221125
주공아파트 5단지,1978,204500.0,15,12,2022,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202212,20221215
주공아파트 5단지,1978,200850.0,07,12,2022,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202212,20221207
주공아파트 5단지,1978,198350.0,05,01,2023,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202301,20230105
주공아파트 5단지,1978,187560.0,20,02,2023,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202302,20230220
주공아파트 5단지,1978,247850.0,29,03,2023,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202303,20230329
주공아파트 5단지,1978,247850.0,21,03,2023,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202303,20230321
주공아파트 5단지,1978,217850.0,07,03,2023,76.5,11,27,송파대로,11710,잠실동,34평형,매매,11710,202303,20230307
주공아파트 5단지,1978,234000.0,27,04,2023,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202304,20230427
주공아파트 5단지,1978,237800.0,29,05,2023,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202305,20230529
주공아파트 5단지,1978,233840.0,13,05,2023,76.5,9,27,송파대로,11710,잠실동,34평형,매매,11710,202305,20230513
주공아파트 5단지,1978,240800.0,15,05,2023,76.5,8,27,송파대로,11710,잠실동,34평형,매매,11710,202305,20230515
주공아파트 5단지,1978,252300.0,21,06,2023,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202306,20230621
주공아파트 5단지,1978,247850.0,09,06,2023,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202306,20230609
주공아파트 5단지,1978,246300.0,23,06,2023,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202306,20230623
주공아파트 5단지,1978,252850.0,07,07,2023,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202307,20230707
주공아파트 5단지,1978,247800.0,29,08,2023,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202308,20230829
주공아파트 5단지,1978,257850.0,21,08,2023,76.5,8,27,송파대로,11710,잠실동,34평형,매매,11710,202308,20230821
주공아파트 5단지,1978,256850.0,11,08,2023,76.5,14,27,송파대로,11710,잠실동,34평형,매매,11710,202308,20230811
주공아파트 5단지,1978,252800.0,31,08,2023,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202308,20230831
주공아파트 5단지,1978,252850.0,08,08,2023,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202308,20230808
주공아파트 5단지,1978,259000.0,26,09,2023,76.5,7,27,송파대로,11710,잠실동,34평형,매매,11710,202309,20230926
주공아파트 5단지,1978,257850.0,08,09,2023,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202309,20230908
주공아파트 5단지,1978,247800.0,10,09,2023,76.5,1,27,송파대로,11710,잠실동,34평형,매매,11710,202309,20230910
주공아파트 5단지,1978,252800.0,09,09,2023,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202309,20230909
주공아파트 5단지,1978,234800.0,22,12,2023,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202312,20231222
주공아파트 5단지,1978,247800.0,12,12,2023,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202312,20231212
주공아파트 5단지,1978,246800.0,14,12,2023,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202312,20231214
주공아파트 5단지,1978,244800.0,08,12,2023,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202312,20231208
주공아파트 5단지,1978,243800.0,30,01,2024,76.5,14,27,송파대로,11710,잠실동,34평형,매매,11710,202401,20240130
주공아파트 5단지,1978,231800.0,31,01,2024,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202401,20240131
주공아파트 5단지,1978,237800.0,24,01,2024,76.5,11,27,송파대로,11710,잠실동,34평형,매매,11710,202401,20240124
주공아파트 5단지,1978,240800.0,18,01,2024,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202401,20240118
주공아파트 5단지,1978,242300.0,13,01,2024,76.5,7,27,송파대로,11710,잠실동,34평형,매매,11710,202401,20240113
주공아파트 5단지,1978,252850.0,19,02,2024,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202402,20240219
주공아파트 5단지,1978,236800.0,20,02,2024,76.5,1,27,송파대로,11710,잠실동,34평형,매매,11710,202402,20240220
주공아파트 5단지,1978,235800.0,03,02,2024,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202402,20240203
주공아파트 5단지,1978,252800.0,25,03,2024,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202403,20240325
주공아파트 5단지,1978,247800.0,11,03,2024,76.5,7,27,송파대로,11710,잠실동,34평형,매매,11710,202403,20240311
주공아파트 5단지,1978,244800.0,23,03,2024,76.5,14,27,송파대로,11710,잠실동,34평형,매매,11710,202403,20240323
주공아파트 5단지,1978,247800.0,14,03,2024,76.5,14,27,송파대로,11710,잠실동,34평형,매매,11710,202403,20240314
주공아파트 5단지,1978,247800.0,13,03,2024,76.5,9,27,송파대로,11710,잠실동,34평형,매매,11710,202403,20240313
주공아파트 5단지,1978,255700.0,18,04,2024,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202404,20240418
주공아파트 5단지,1978,257800.0,17,04,2024,76.5,11,27,송파대로,11710,잠실동,34평형,매매,11710,202404,20240417
주공아파트 5단지,1978,252800.0,15,04,2024,76.5,5,27,송파대로,11710,잠실동,34평형,매매,11710,202404,20240415
주공아파트 5단지,1978,256700.0,22,04,2024,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202404,20240422
주공아파트 5단지,1978,256300.0,04,04,2024,76.5,11,27,송파대로,11710,잠실동,34평형,매매,11710,202404,20240404
주공아파트 5단지,1978,252840.0,20,04,2024,76.5,8,27,송파대로,11710,잠실동,34평형,매매,11710,202404,20240420
주공아파트 5단지,1978,256800.0,11,04,2024,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202404,20240411
주공아파트 5단지,1978,262700.0,25,05,2024,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202405,20240525
주공아파트 5단지,1978,266700.0,04,05,2024,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202405,20240504
주공아파트 5단지,1978,267700.0,03,05,2024,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202405,20240503
주공아파트 5단지,1978,261800.0,22,06,2024,76.5,7,27,송파대로,11710,잠실동,34평형,매매,11710,202406,20240622
주공아파트 5단지,1978,264300.0,10,06,2024,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202406,20240610
주공아파트 5단지,1978,264700.0,26,06,2024,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202406,20240626
주공아파트 5단지,1978,255700.0,08,06,2024,76.5,9,27,송파대로,11710,잠실동,34평형,매매,11710,202406,20240608
주공아파트 5단지,1978,272700.0,23,07,2024,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202407,20240723
주공아파트 5단지,1978,267800.0,18,07,2024,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202407,20240718
주공아파트 5단지,1978,264800.0,13,07,2024,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202407,20240713
주공아파트 5단지,1978,272700.0,16,07,2024,76.5,9,27,송파대로,11710,잠실동,34평형,매매,11710,202407,20240716
주공아파트 5단지,1978,267800.0,10,07,2024,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202407,20240710
주공아파트 5단지,1978,265700.0,12,07,2024,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202407,20240712
주공아파트 5단지,1978,263700.0,04,07,2024,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202407,20240704
주공아파트 5단지,1978,267700.0,29,08,2024,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202408,20240829
주공아파트 5단지,1978,268700.0,20,08,2024,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202408,20240820
주공아파트 5단지,1978,267700.0,21,08,2024,76.5,11,27,송파대로,11710,잠실동,34평형,매매,11710,202408,20240821
주공아파트 5단지,1978,274800.0,27,08,2024,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202408,20240827
주공아파트 5단지,1978,282700.0,28,08,2024,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202408,20240828
주공아파트 5단지,1978,283300.0,30,08,2024,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202408,20240830
주공아파트 5단지,1978,279800.0,20,08,2024,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202408,20240820
주공아파트 5단지,1978,267700.0,13,08,2024,76.5,5,27,송파대로,11710,잠실동,34평형,매매,11710,202408,20240813
주공아파트 5단지,1978,280700.0,09,08,2024,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202408,20240809
주공아파트 5단지,1978,267700.0,05,08,2024,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202408,20240805
주공아파트 5단지,1978,277700.0,12,08,2024,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202408,20240812
주공아파트 5단지,1978,276900.0,26,09,2024,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202409,20240926
주공아파트 5단지,1978,276800.0,26,09,2024,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202409,20240926
주공아파트 5단지,1978,272800.0,10,09,2024,76.5,1,27,송파대로,11710,잠실동,34평형,매매,11710,202409,20240910
주공아파트 5단지,1978,282700.0,26,10,2024,76.5,8,27,송파대로,11710,잠실동,34평형,매매,11710,202410,20241026
주공아파트 5단지,1978,277700.0,24,10,2024,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202410,20241024
주공아파트 5단지,1978,279800.0,30,10,2024,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202410,20241030
주공아파트 5단지,1978,284300.0,22,10,2024,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202410,20241022
주공아파트 5단지,1978,277700.0,14,10,2024,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202410,20241014
주공아파트 5단지,1978,284800.0,22,10,2024,76.5,11,27,송파대로,11710,잠실동,34평형,매매,11710,202410,20241022
주공아파트 5단지,1978,285800.0,26,10,2024,76.5,11,27,송파대로,11710,잠실동,34평형,매매,11710,202410,20241026
주공아파트 5단지,1978,282700.0,17,10,2024,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202410,20241017
주공아파트 5단지,1978,278700.0,15,10,2024,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202410,20241015
주공아파트 5단지,1978,277800.0,30,11,2024,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202411,20241130
주공아파트 5단지,1978,297800.0,30,11,2024,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202411,20241130
주공아파트 5단지,1978,307800.0,29,11,2024,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202411,20241129
주공아파트 5단지,1978,298700.0,26,11,2024,76.5,11,27,송파대로,11710,잠실동,34평형,매매,11710,202411,20241126
주공아파트 5단지,1978,297700.0,15,11,2024,76.5,7,27,송파대로,11710,잠실동,34평형,매매,11710,202411,20241115
주공아파트 5단지,1978,280700.0,13,11,2024,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202411,20241113
주공아파트 5단지,1978,297700.0,15,11,2024,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202411,20241115
주공아파트 5단지,1978,282700.0,05,11,2024,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202411,20241105
주공아파트 5단지,1978,282700.0,09,11,2024,76.5,7,27,송파대로,11710,잠실동,34평형,매매,11710,202411,20241109
주공아파트 5단지,1978,280800.0,07,11,2024,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202411,20241107
주공아파트 5단지,1978,283700.0,02,11,2024,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202411,20241102
주공아파트 5단지,1978,282700.0,02,11,2024,76.5,5,27,송파대로,11710,잠실동,34평형,매매,11710,202411,20241102
주공아파트 5단지,1978,279800.0,05,11,2024,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202411,20241105
주공아파트 5단지,1978,312700.0,27,12,2024,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202412,20241227
주공아파트 5단지,1978,307700.0,18,12,2024,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202412,20241218
주공아파트 5단지,1978,298700.0,20,01,2025,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202501,20250120
주공아파트 5단지,1978,310700.0,07,01,2025,76.5,9,27,송파대로,11710,잠실동,34평형,매매,11710,202501,20250107
주공아파트 5단지,1978,308700.0,03,01,2025,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202501,20250103
주공아파트 5단지,1978,312700.0,24,02,2025,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202502,20250224
주공아파트 5단지,1978,302700.0,28,02,2025,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202502,20250228
주공아파트 5단지,1978,265800.0,21,02,2025,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202502,20250221
주공아파트 5단지,1978,312700.0,22,02,2025,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202502,20250222
주공아파트 5단지,1978,317700.0,27,02,2025,76.5,11,27,송파대로,11710,잠실동,34평형,매매,11710,202502,20250227
주공아파트 5단지,1978,315700.0,22,02,2025,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202502,20250222
주공아파트 5단지,1978,282800.0,14,02,2025,76.5,5,27,송파대로,11710,잠실동,34평형,매매,11710,202502,20250214
주공아파트 5단지,1978,309700.0,06,02,2025,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202502,20250206
주공아파트 5단지,1978,317700.0,07,02,2025,76.5,12,27,송파대로,11710,잠실동,34평형,매매,11710,202502,20250207
주공아파트 5단지,1978,357800.0,26,03,2025,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250326
주공아파트 5단지,1978,342800.0,20,03,2025,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250320
주공아파트 5단지,1978,360800.0,22,03,2025,76.5,7,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250322
주공아파트 5단지,1978,342700.0,15,03,2025,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250315
주공아파트 5단지,1978,355600.0,18,03,2025,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250318
주공아파트 5단지,1978,356700.0,25,03,2025,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250325
주공아파트 5단지,1978,347700.0,12,03,2025,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250312
주공아파트 5단지,1978,347700.0,17,03,2025,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250317
주공아파트 5단지,1978,337700.0,12,03,2025,76.5,13,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250312
주공아파트 5단지,1978,355700.0,13,03,2025,76.5,9,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250313
주공아파트 5단지,1978,309700.0,08,03,2025,76.5,1,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250308
주공아파트 5단지,1978,323700.0,05,03,2025,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250305
주공아파트 5단지,1978,347700.0,10,03,2025,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250310
주공아파트 5단지,1978,317700.0,08,03,2025,76.5,5,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250308
주공아파트 5단지,1978,320700.0,04,03,2025,76.5,14,27,송파대로,11710,잠실동,34평형,매매,11710,202503,20250304
주공아파트 5단지,1978,316700.0,15,04,2025,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202504,20250415
주공아파트 5단지,1978,357800.0,03,04,2025,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202504,20250403
주공아파트 5단지,1978,355700.0,30,05,2025,76.5,1,27,송파대로,11710,잠실동,34평형,매매,11710,202505,20250530
주공아파트 5단지,1978,357700.0,10,05,2025,76.5,6,27,송파대로,11710,잠실동,34평형,매매,11710,202505,20250510
주공아파트 5단지,1978,362700.0,28,05,2025,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202505,20250528
주공아파트 5단지,1978,372700.0,28,05,2025,76.5,8,27,송파대로,11710,잠실동,34평형,매매,11710,202505,20250528
주공아파트 5단지,1978,376000.0,14,05,2025,76.5,7,27,송파대로,11710,잠실동,34평형,매매,11710,202505,20250514
주공아파트 5단지,1978,352700.0,21,05,2025,76.5,1,27,송파대로,11710,잠실동,34평형,매매,11710,202505,20250521
주공아파트 5단지,1978,352800.0,03,05,2025,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202505,20250503
주공아파트 5단지,1978,376500.0,03,05,2025,76.5,11,27,송파대로,11710,잠실동,34평형,매매,11710,202505,20250503
주공아파트 5단지,1978,382270.0,30,06,2025,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202506,20250630
주공아파트 5단지,1978,397700.0,27,06,2025,76.5,5,27,송파대로,11710,잠실동,34평형,매매,11710,202506,20250627
주공아파트 5단지,1978,388700.0,23,06,2025,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202506,20250623
주공아파트 5단지,1978,394700.0,21,06,2025,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202506,20250621
주공아파트 5단지,1978,370700.0,12,06,2025,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202506,20250612
주공아파트 5단지,1978,363200.0,14,06,2025,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202506,20250614
주공아파트 5단지,1978,380770.0,13,06,2025,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202506,20250613
주공아파트 5단지,1978,382700.0,04,06,2025,76.5,10,27,송파대로,11710,잠실동,34평형,매매,11710,202506,20250604
주공아파트 5단지,1978,377500.0,05,06,2025,76.5,5,27,송파대로,11710,잠실동,34평형,매매,11710,202506,20250605
주공아파트 5단지,1978,407770.0,11,07,2025,76.5,3,27,송파대로,11710,잠실동,34평형,매매,11710,202507,20250711
주공아파트 5단지,1978,402770.0,09,07,2025,76.5,1,27,송파대로,11710,잠실동,34평형,매매,11710,202507,20250709
주공아파트 5단지,1978,417700.0,11,07,2025,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202507,20250711
주공아파트 5단지,1978,422700.0,10,07,2025,76.5,4,27,송파대로,11710,잠실동,34평형,매매,11710,202507,20250710
주공아파트 5단지,1978,382700.0,12,07,2025,76.5,15,27,송파대로,11710,잠실동,34평형,매매,11710,202507,20250712
주공아파트 5단지,1978,386700.0,30,09,2025,76.5,9,27,송파대로,11710,잠실동,34평형,매매,11710,202509,20250930
주공아파트 5단지,1978,368700.0,19,09,2025,76.5,2,27,송파대로,11710,잠실동,34평형,매매,11710,202509,20250919
