아파트,건축년도,계약기간,계약구분,계약일,계약월,계약년,보증금(만원),전용면적(㎡),층,지번,월세(만원),종전계약보증금,종전계약월세,지역코드,법정동,갱신요구권사용,평형그룹,거래유형,환산보증금(만원),거래금액(만원),조회지역코드,조회계약년월,계약일자
래미안원베일리,2023,23.09~25.09,신규,16,05,2023,140000.0,84.98,11,1,0.0,,,11650,반포동,,34평형,전월세,140000.0,140000.0,11650,202305,20230516
래미안원베일리,2023,23.09~25.09,신규,23,05,2023,107000.0,59.96,31,1,0.0,,,11650,반포동,,24평형,전월세,107000.0,107000.0,11650,202305,20230523
방배그랑자이,2021,23.07~25.07,신규,14,05,2023,10000.0,84.972,9,3283,480.0,,,11650,방배동,,34평형,전월세,130000.0,130000.0,11650,202305,20230514
래미안원베일리,2023,23.10~25.10,신규,15,05,2023,100000.0,84.99,23,1,180.0,,,11650,반포동,,34평형,전월세,145000.0,145000.0,11650,202305,20230515
서초그랑자이,2021,23.07~25.07,신규,27,05,2023,50000.0,84.51,26,1757,360.0,,,11650,서초동,,34평형,전월세,140000.0,140000.0,11650,202305,20230527
서초그랑자이,2021,,,11,05,2023,90000.0,84.51,21,1757,200.0,,,11650,서초동,,34평형,전월세,140000.0,140000.0,11650,202305,20230511
서초그랑자이,2021,23.06~24.06,신규,31,05,2023,10000.0,84.87,19,1757,500.0,,,11650,서초동,,34평형,전월세,135000.0,135000.0,11650,202305,20230531
래미안퍼스티지,2009,23.07~25.07,신규,10,05,2023,100000.0,59.96,15,18-1,0.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202305,20230510
방배그랑자이,2021,23.08~25.08,신규,27,05,2023,115000.0,84.972,6,3283,0.0,,,11650,방배동,,34평형,전월세,115000.0,115000.0,11650,202305,20230527
래미안퍼스티지,2009,23.06~25.06,신규,31,05,2023,66000.0,84.93,13,18-1,305.0,,,11650,반포동,,34평형,전월세,142250.0,142250.0,11650,202305,20230531
서초그랑자이,2021,23.06~25.06,신규,18,05,2023,30000.0,59.98,7,1757,290.0,,,11650,서초동,,24평형,전월세,102500.0,102500.0,11650,202305,20230518
서초그랑자이,2021,23.07~25.07,,06,05,2023,50000.0,59.98,5,1757,240.0,,,11650,서초동,,24평형,전월세,110000.0,110000.0,11650,202305,20230506
서초그랑자이,2021,23.08~25.08,신규,24,05,2023,105000.0,59.98,8,1757,0.0,,,11650,서초동,,24평형,전월세,105000.0,105000.0,11650,202305,20230524
래미안원베일리,2023,23.10~25.10,신규,31,05,2023,130000.0,84.98,11,1,0.0,,,11650,반포동,,34평형,전월세,130000.0,130000.0,11650,202305,20230531
래미안원베일리,2023,23.10~25.10,신규,31,05,2023,97000.0,59.96,3,1,0.0,,,11650,반포동,,24평형,전월세,97000.0,97000.0,11650,202305,20230531
서초그랑자이,2021,23.07~25.07,신규,29,05,2023,105000.0,59.98,33,1757,0.0,,,11650,서초동,,24평형,전월세,105000.0,105000.0,11650,202305,20230529
서초그랑자이,2021,23.06~25.06,신규,03,05,2023,140000.0,84.51,7,1757,0.0,,,11650,서초동,,34평형,전월세,140000.0,140000.0,11650,202305,20230503
방배그랑자이,2021,,,20,05,2023,89000.0,59.7463,11,3283,0.0,,,11650,방배동,,24평형,전월세,89000.0,89000.0,11650,202305,20230520
신반포2,1978,23.08~25.08,신규,26,05,2023,50000.0,107.31,4,73,0.0,,,11650,잠원동,,34평형,전월세,50000.0,50000.0,11650,202305,20230526
서초그랑자이,2021,23.08~25.08,신규,30,05,2023,70000.0,59.98,19,1757,120.0,,,11650,서초동,,24평형,전월세,100000.0,100000.0,11650,202305,20230530
신반포2,1978,23.08~25.08,신규,27,05,2023,30000.0,68.91,1,73,0.0,,,11650,잠원동,,24평형,전월세,30000.0,30000.0,11650,202305,20230527
서초그랑자이,2021,23.07~25.07,신규,31,05,2023,20000.0,59.98,31,1757,0.0,,,11650,서초동,,24평형,전월세,20000.0,20000.0,11650,202305,20230531
래미안 리더스원,2020,23.08~25.08,신규,23,05,2023,140000.0,84.94,32,1755,0.0,,,11650,서초동,,34평형,전월세,140000.0,140000.0,11650,202305,20230523
서초그랑자이,2021,,,27,05,2023,105000.0,59.98,5,1757,0.0,,,11650,서초동,,24평형,전월세,105000.0,105000.0,11650,202305,20230527
래미안원베일리,2023,23.11~25.11,신규,30,05,2023,100000.0,84.98,33,1,200.0,,,11650,반포동,,34평형,전월세,150000.0,150000.0,11650,202305,20230530
래미안 리더스원,2020,,신규,31,05,2023,20240.0,59.97,3,1755,71.0,,,11650,서초동,,24평형,전월세,37990.0,37990.0,11650,202305,20230531
신반포2,1978,23.07~25.07,신규,25,05,2023,50000.0,107.31,2,73,0.0,,,11650,잠원동,,34평형,전월세,50000.0,50000.0,11650,202305,20230525
래미안원베일리,2023,23.10~25.10,신규,20,05,2023,125000.0,84.98,9,1,0.0,,,11650,반포동,,34평형,전월세,125000.0,125000.0,11650,202305,20230520
서초그랑자이,2021,23.08~25.08,신규,23,05,2023,150000.0,84.87,30,1757,0.0,,,11650,서초동,,34평형,전월세,150000.0,150000.0,11650,202305,20230523
래미안 리더스원,2020,,신규,29,05,2023,32978.0,59.97,9,1755,51.0,,,11650,서초동,,24평형,전월세,45728.0,45728.0,11650,202305,20230529
래미안원베일리,2023,23.08~25.08,신규,16,05,2023,100000.0,59.96,8,1,0.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202305,20230516
래미안 리더스원,2020,,신규,26,05,2023,28610.0,59.96,9,1755,37.0,,,11650,서초동,,24평형,전월세,37860.0,37860.0,11650,202305,20230526
래미안퍼스티지,2009,23.07~25.07,신규,06,05,2023,20000.0,84.93,22,18-1,480.0,,,11650,반포동,,34평형,전월세,140000.0,140000.0,11650,202305,20230506
서초그랑자이,2021,23.06~25.06,신규,21,05,2023,80000.0,84.51,3,1757,220.0,,,11650,서초동,,34평형,전월세,135000.0,135000.0,11650,202305,20230521
래미안퍼스티지,2009,23.07~25.07,신규,22,05,2023,105000.0,59.89,3,18-1,0.0,,,11650,반포동,,24평형,전월세,105000.0,105000.0,11650,202305,20230522
래미안원베일리,2023,23.09~25.09,신규,22,05,2023,10000.0,59.96,30,1,400.0,,,11650,반포동,,24평형,전월세,110000.0,110000.0,11650,202305,20230522
신반포2,1978,23.05~25.05,신규,25,05,2023,53000.0,107.31,5,73,0.0,,,11650,잠원동,,34평형,전월세,53000.0,53000.0,11650,202305,20230525
서초그랑자이,2021,23.07~25.07,신규,24,05,2023,105000.0,59.98,5,1757,0.0,,,11650,서초동,,24평형,전월세,105000.0,105000.0,11650,202305,20230524
래미안원베일리,2023,23.09~25.09,신규,22,05,2023,100000.0,59.96,1,1,0.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202305,20230522
래미안퍼스티지,2009,23.07~25.07,신규,20,05,2023,100000.0,59.96,10,18-1,0.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202305,20230520
래미안퍼스티지,2009,23.07~25.07,신규,23,05,2023,110000.0,59.89,18,18-1,0.0,,,11650,반포동,,24평형,전월세,110000.0,110000.0,11650,202305,20230523
래미안원베일리,2023,23.09~25.09,신규,11,05,2023,20000.0,84.98,15,1,560.0,,,11650,반포동,,34평형,전월세,160000.0,160000.0,11650,202305,20230511
래미안퍼스티지,2009,,,22,05,2023,85084.0,84.93,4,18-1,0.0,,,11650,반포동,,34평형,전월세,85084.0,85084.0,11650,202305,20230522
신반포2,1978,23.08~25.08,신규,19,05,2023,60000.0,107.31,1,73,0.0,,,11650,잠원동,,34평형,전월세,60000.0,60000.0,11650,202305,20230519
래미안퍼스티지,2009,,,04,05,2023,103950.0,59.89,28,18-1,0.0,,,11650,반포동,,24평형,전월세,103950.0,103950.0,11650,202305,20230504
래미안퍼스티지,2009,23.06~25.06,신규,03,05,2023,103000.0,59.96,27,18-1,0.0,,,11650,반포동,,24평형,전월세,103000.0,103000.0,11650,202305,20230503
래미안 리더스원,2020,,신규,18,05,2023,28610.0,59.97,5,1755,37.0,,,11650,서초동,,24평형,전월세,37860.0,37860.0,11650,202305,20230518
래미안퍼스티지,2009,,신규,16,05,2023,67170.0,59.89,30,18-1,0.0,,,11650,반포동,,24평형,전월세,67170.0,67170.0,11650,202305,20230516
래미안퍼스티지,2009,23.06~25.06,신규,10,05,2023,160000.0,84.93,13,18-1,0.0,,,11650,반포동,,34평형,전월세,160000.0,160000.0,11650,202305,20230510
래미안 리더스원,2020,,신규,15,05,2023,23120.0,59.97,6,1755,77.0,,,11650,서초동,,24평형,전월세,42370.0,42370.0,11650,202305,20230515
래미안퍼스티지,2009,23.07~25.07,,08,05,2023,136500.0,84.93,29,18-1,0.0,,,11650,반포동,,34평형,전월세,136500.0,136500.0,11650,202305,20230508
래미안퍼스티지,2009,23.07~25.07,신규,09,05,2023,160000.0,84.93,27,18-1,0.0,,,11650,반포동,,34평형,전월세,160000.0,160000.0,11650,202305,20230509
래미안 리더스원,2020,,신규,13,05,2023,28610.0,59.97,8,1755,37.0,,,11650,서초동,,24평형,전월세,37860.0,37860.0,11650,202305,20230513
래미안퍼스티지,2009,23.05~25.05,신규,01,05,2023,20000.0,84.93,25,18-1,570.0,,,11650,반포동,,34평형,전월세,162500.0,162500.0,11650,202305,20230501
신반포25,1984,,,11,05,2023,75000.0,84.49,11,61-1,0.0,,,11650,잠원동,,34평형,전월세,75000.0,75000.0,11650,202305,20230511
래미안원베일리,2023,23.08~25.08,신규,08,05,2023,150000.0,84.96,16,1,0.0,,,11650,반포동,,34평형,전월세,150000.0,150000.0,11650,202305,20230508
래미안퍼스티지,2009,23.07~25.07,신규,10,05,2023,93000.0,84.93,16,18-1,165.0,,,11650,반포동,,34평형,전월세,134250.0,134250.0,11650,202305,20230510
래미안 리더스원,2020,,신규,09,05,2023,28610.0,59.97,11,1755,37.0,,,11650,서초동,,24평형,전월세,37860.0,37860.0,11650,202305,20230509
래미안 리더스원,2020,,신규,09,05,2023,28610.0,59.96,30,1755,37.0,,,11650,서초동,,24평형,전월세,37860.0,37860.0,11650,202305,20230509
래미안 리더스원,2020,,신규,09,05,2023,28610.0,59.97,10,1755,37.0,,,11650,서초동,,24평형,전월세,37860.0,37860.0,11650,202305,20230509
서초그랑자이,2021,23.06~25.06,신규,04,05,2023,35000.0,84.51,3,1757,400.0,,,11650,서초동,,34평형,전월세,135000.0,135000.0,11650,202305,20230504
래미안 리더스원,2020,,신규,09,05,2023,30794.0,59.96,6,1755,44.0,,,11650,서초동,,24평형,전월세,41794.0,41794.0,11650,202305,20230509
래미안 리더스원,2020,,신규,08,05,2023,27178.0,59.97,4,1755,35.0,,,11650,서초동,,24평형,전월세,35928.0,35928.0,11650,202305,20230508
래미안 리더스원,2020,,신규,08,05,2023,28610.0,59.97,9,1755,37.0,,,11650,서초동,,24평형,전월세,37860.0,37860.0,11650,202305,20230508
래미안 리더스원,2020,,신규,08,05,2023,28610.0,59.97,24,1755,37.0,,,11650,서초동,,24평형,전월세,37860.0,37860.0,11650,202305,20230508
래미안 리더스원,2020,,신규,08,05,2023,28610.0,59.97,11,1755,37.0,,,11650,서초동,,24평형,전월세,37860.0,37860.0,11650,202305,20230508
방배그랑자이,2021,,,08,05,2023,85000.0,59.7463,3,3283,0.0,,,11650,방배동,,24평형,전월세,85000.0,85000.0,11650,202305,20230508
신반포2,1978,23.05~25.05,신규,04,05,2023,43000.0,68.91,9,73,0.0,,,11650,잠원동,,24평형,전월세,43000.0,43000.0,11650,202305,20230504
신반포2,1978,23.07~25.07,신규,02,05,2023,37000.0,68.91,2,73,0.0,,,11650,잠원동,,24평형,전월세,37000.0,37000.0,11650,202305,20230502
신반포2,1978,23.06~25.06,신규,01,05,2023,35000.0,68.91,11,73,50.0,,,11650,잠원동,,24평형,전월세,47500.0,47500.0,11650,202305,20230501
신반포2,1978,,,23,06,2023,58000.0,107.31,6,73,0.0,,,11650,잠원동,,34평형,전월세,58000.0,58000.0,11650,202306,20230623
래미안원베일리,2023,,신규,05,06,2023,35000.0,59.96,4,1,35.0,,,11650,반포동,,24평형,전월세,43750.0,43750.0,11650,202306,20230605
래미안원베일리,2023,,신규,03,06,2023,38640.0,59.96,2,1,17.0,,,11650,반포동,,24평형,전월세,42890.0,42890.0,11650,202306,20230603
래미안원베일리,2023,23.11~25.11,신규,13,06,2023,145000.0,84.98,25,1,0.0,,,11650,반포동,,34평형,전월세,145000.0,145000.0,11650,202306,20230613
래미안원베일리,2023,23.11~25.11,신규,09,06,2023,25000.0,84.95,15,1,470.0,,,11650,반포동,,34평형,전월세,142500.0,142500.0,11650,202306,20230609
래미안원베일리,2023,23.11~25.11,신규,27,06,2023,107000.0,59.96,24,1,0.0,,,11650,반포동,,24평형,전월세,107000.0,107000.0,11650,202306,20230627
래미안원베일리,2023,23.10~25.10,신규,03,06,2023,100000.0,59.96,16,1,0.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202306,20230603
래미안원베일리,2023,23.09~25.11,신규,07,06,2023,11970.0,59.96,8,1,105.0,,,11650,반포동,,24평형,전월세,38220.0,38220.0,11650,202306,20230607
래미안원베일리,2023,23.10~25.10,신규,28,06,2023,140000.0,84.98,20,1,0.0,,,11650,반포동,,34평형,전월세,140000.0,140000.0,11650,202306,20230628
래미안원베일리,2023,23.10~25.10,신규,24,06,2023,135000.0,84.95,15,1,0.0,,,11650,반포동,,34평형,전월세,135000.0,135000.0,11650,202306,20230624
래미안원베일리,2023,23.10~25.10,신규,14,06,2023,50000.0,59.96,10,1,220.0,,,11650,반포동,,24평형,전월세,105000.0,105000.0,11650,202306,20230614
래미안원베일리,2023,23.10~25.10,신규,09,06,2023,20000.0,84.98,8,1,520.0,,,11650,반포동,,34평형,전월세,150000.0,150000.0,11650,202306,20230609
래미안원베일리,2023,23.09~25.11,신규,07,06,2023,11970.0,59.96,6,1,105.0,,,11650,반포동,,24평형,전월세,38220.0,38220.0,11650,202306,20230607
래미안원베일리,2023,23.10~25.10,신규,12,06,2023,120000.0,59.96,3,1,0.0,,,11650,반포동,,24평형,전월세,120000.0,120000.0,11650,202306,20230612
래미안원베일리,2023,23.10~25.10,신규,24,06,2023,108000.0,59.96,25,1,0.0,,,11650,반포동,,24평형,전월세,108000.0,108000.0,11650,202306,20230624
래미안원베일리,2023,23.10~25.10,신규,09,06,2023,150000.0,84.93,21,1,0.0,,,11650,반포동,,34평형,전월세,150000.0,150000.0,11650,202306,20230609
래미안원베일리,2023,23.09~25.09,신규,29,06,2023,30000.0,59.96,31,1,320.0,,,11650,반포동,,24평형,전월세,110000.0,110000.0,11650,202306,20230629
래미안원베일리,2023,23.09~25.09,신규,15,06,2023,30000.0,84.95,19,1,420.0,,,11650,반포동,,34평형,전월세,135000.0,135000.0,11650,202306,20230615
래미안원베일리,2023,23.09~25.09,신규,29,06,2023,90000.0,84.98,8,1,165.0,,,11650,반포동,,34평형,전월세,131250.0,131250.0,11650,202306,20230629
래미안원베일리,2023,23.09~25.09,신규,04,06,2023,135000.0,84.98,10,1,0.0,,,11650,반포동,,34평형,전월세,135000.0,135000.0,11650,202306,20230604
래미안원베일리,2023,23.09~25.09,신규,08,06,2023,145000.0,84.95,13,1,0.0,,,11650,반포동,,34평형,전월세,145000.0,145000.0,11650,202306,20230608
래미안원베일리,2023,23.09~24.07,신규,07,06,2023,259000.0,59.96,15,1,0.0,,,11650,반포동,,24평형,전월세,259000.0,259000.0,11650,202306,20230607
래미안원베일리,2023,23.10~25.10,신규,29,06,2023,105000.0,84.96,5,1,200.0,,,11650,반포동,,34평형,전월세,155000.0,155000.0,11650,202306,20230629
방배그랑자이,2021,23.09~25.09,신규,06,06,2023,30000.0,84.972,18,3283,400.0,,,11650,방배동,,34평형,전월세,130000.0,130000.0,11650,202306,20230606
래미안원베일리,2023,23.09~25.09,신규,12,06,2023,40000.0,59.96,33,1,260.0,,,11650,반포동,,24평형,전월세,105000.0,105000.0,11650,202306,20230612
래미안퍼스티지,2009,23.10~25.07,신규,18,06,2023,70000.0,84.93,5,18-1,226.0,,,11650,반포동,,34평형,전월세,126500.0,126500.0,11650,202306,20230618
래미안원베일리,2023,23.09~25.09,신규,24,06,2023,80000.0,59.96,4,1,100.0,,,11650,반포동,,24평형,전월세,105000.0,105000.0,11650,202306,20230624
래미안원베일리,2023,23.09~25.09,신규,19,06,2023,98000.0,59.96,17,1,0.0,,,11650,반포동,,24평형,전월세,98000.0,98000.0,11650,202306,20230619
래미안원베일리,2023,23.09~25.09,신규,06,06,2023,135000.0,84.94,22,1,0.0,,,11650,반포동,,34평형,전월세,135000.0,135000.0,11650,202306,20230606
래미안원베일리,2023,23.09~25.09,신규,07,06,2023,50000.0,84.98,11,1,370.0,,,11650,반포동,,34평형,전월세,142500.0,142500.0,11650,202306,20230607
래미안원베일리,2023,23.08~24.08,신규,15,06,2023,1000.0,59.96,19,1,370.0,,,11650,반포동,,24평형,전월세,93500.0,93500.0,11650,202306,20230615
래미안원베일리,2023,23.09~25.09,신규,15,06,2023,100000.0,59.96,9,1,0.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202306,20230615
래미안원베일리,2023,23.09~25.09,신규,24,06,2023,129000.0,84.95,4,1,0.0,,,11650,반포동,,34평형,전월세,129000.0,129000.0,11650,202306,20230624
래미안원베일리,2023,23.09~25.09,신규,03,06,2023,80000.0,59.96,19,1,80.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202306,20230603
래미안원베일리,2023,~25.11,신규,08,06,2023,11970.0,59.96,6,1,105.0,,,11650,반포동,,24평형,전월세,38220.0,38220.0,11650,202306,20230608
래미안원베일리,2023,~25.11,신규,05,06,2023,36708.0,59.96,3,1,16.0,,,11650,반포동,,24평형,전월세,40708.0,40708.0,11650,202306,20230605
래미안원베일리,2023,~25.11,신규,02,06,2023,38640.0,59.96,15,1,17.0,,,11650,반포동,,24평형,전월세,42890.0,42890.0,11650,202306,20230602
래미안원베일리,2023,23.09~25.09,신규,17,06,2023,45000.0,59.96,24,1,245.0,,,11650,반포동,,24평형,전월세,106250.0,106250.0,11650,202306,20230617
서초그랑자이,2021,23.08~25.08,신규,28,06,2023,20000.0,59.98,8,1757,370.0,,,11650,서초동,,24평형,전월세,112500.0,112500.0,11650,202306,20230628
래미안원베일리,2023,~25.11,신규,08,06,2023,37500.0,59.96,11,1,23.0,,,11650,반포동,,24평형,전월세,43250.0,43250.0,11650,202306,20230608
래미안원베일리,2023,23.09~25.09,신규,07,06,2023,40000.0,59.96,1,1,200.0,,,11650,반포동,,24평형,전월세,90000.0,90000.0,11650,202306,20230607
래미안원베일리,2023,~25.11,신규,08,06,2023,38640.0,59.96,11,1,17.0,,,11650,반포동,,24평형,전월세,42890.0,42890.0,11650,202306,20230608
래미안원베일리,2023,~25.11,신규,06,06,2023,13000.0,59.96,5,1,109.0,,,11650,반포동,,24평형,전월세,40250.0,40250.0,11650,202306,20230606
래미안원베일리,2023,~25.11,신규,01,06,2023,38640.0,59.96,6,1,17.0,,,11650,반포동,,24평형,전월세,42890.0,42890.0,11650,202306,20230601
래미안원베일리,2023,~25.11,신규,01,06,2023,38640.0,59.96,5,1,17.0,,,11650,반포동,,24평형,전월세,42890.0,42890.0,11650,202306,20230601
래미안원베일리,2023,23.09~25.09,신규,10,06,2023,50000.0,59.96,27,1,200.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202306,20230610
래미안원베일리,2023,23.09~25.09,신규,24,06,2023,40000.0,59.96,17,1,250.0,,,11650,반포동,,24평형,전월세,102500.0,102500.0,11650,202306,20230624
래미안원베일리,2023,~25.11,신규,01,06,2023,38640.0,59.96,2,1,17.0,,,11650,반포동,,24평형,전월세,42890.0,42890.0,11650,202306,20230601
래미안원베일리,2023,~25.11,신규,02,06,2023,30000.0,59.96,7,1,60.0,,,11650,반포동,,24평형,전월세,45000.0,45000.0,11650,202306,20230602
래미안원베일리,2023,~25.11,신규,01,06,2023,38640.0,59.96,7,1,17.0,,,11650,반포동,,24평형,전월세,42890.0,42890.0,11650,202306,20230601
래미안원베일리,2023,~25.11,신규,07,06,2023,38640.0,59.96,8,1,17.0,,,11650,반포동,,24평형,전월세,42890.0,42890.0,11650,202306,20230607
래미안원베일리,2023,~25.11,신규,07,06,2023,16000.0,59.96,6,1,103.0,,,11650,반포동,,24평형,전월세,41750.0,41750.0,11650,202306,20230607
래미안원베일리,2023,~25.11,신규,05,06,2023,38640.0,59.96,9,1,17.0,,,11650,반포동,,24평형,전월세,42890.0,42890.0,11650,202306,20230605
래미안원베일리,2023,~25.11,신규,01,06,2023,38640.0,59.96,11,1,17.0,,,11650,반포동,,24평형,전월세,42890.0,42890.0,11650,202306,20230601
래미안원베일리,2023,~25.11,신규,05,06,2023,38640.0,59.96,4,1,17.0,,,11650,반포동,,24평형,전월세,42890.0,42890.0,11650,202306,20230605
래미안원베일리,2023,~25.11,신규,02,06,2023,38640.0,59.96,2,1,17.0,,,11650,반포동,,24평형,전월세,42890.0,42890.0,11650,202306,20230602
신반포2,1978,23.09~25.09,신규,30,06,2023,5000.0,68.91,10,73,150.0,,,11650,잠원동,,24평형,전월세,42500.0,42500.0,11650,202306,20230630
래미안원베일리,2023,~25.11,신규,07,06,2023,12600.0,59.96,10,1,110.0,,,11650,반포동,,24평형,전월세,40100.0,40100.0,11650,202306,20230607
래미안원베일리,2023,23.08~25.08,신규,15,06,2023,60000.0,59.96,3,1,160.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202306,20230615
래미안원베일리,2023,23.09~24.01,신규,13,06,2023,5000.0,59.96,24,1,360.0,,,11650,반포동,,24평형,전월세,95000.0,95000.0,11650,202306,20230613
래미안원베일리,2023,23.08~25.08,신규,15,06,2023,100000.0,59.96,22,1,0.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202306,20230615
래미안원베일리,2023,23.08~25.08,신규,15,06,2023,145000.0,84.98,32,1,0.0,,,11650,반포동,,34평형,전월세,145000.0,145000.0,11650,202306,20230615
래미안원베일리,2023,~25.11,신규,07,06,2023,16940.0,59.96,1,1,94.0,,,11650,반포동,,24평형,전월세,40440.0,40440.0,11650,202306,20230607
래미안원베일리,2023,~25.11,신규,08,06,2023,11970.0,59.96,4,1,105.0,,,11650,반포동,,24평형,전월세,38220.0,38220.0,11650,202306,20230608
래미안원베일리,2023,23.09~25.09,신규,30,06,2023,80000.0,84.98,28,1,260.0,,,11650,반포동,,34평형,전월세,145000.0,145000.0,11650,202306,20230630
서초그랑자이,2021,23.08~25.08,신규,22,06,2023,115000.0,59.98,33,1757,0.0,,,11650,서초동,,24평형,전월세,115000.0,115000.0,11650,202306,20230622
래미안원베일리,2023,23.09~25.09,신규,24,06,2023,80000.0,84.95,21,1,250.0,,,11650,반포동,,34평형,전월세,142500.0,142500.0,11650,202306,20230624
래미안퍼스티지,2009,23.08~25.08,신규,08,06,2023,100000.0,59.89,17,18-1,0.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202306,20230608
래미안원베일리,2023,~25.11,신규,08,06,2023,12600.0,59.96,7,1,110.0,,,11650,반포동,,24평형,전월세,40100.0,40100.0,11650,202306,20230608
래미안원베일리,2023,~25.11,신규,05,06,2023,11970.0,59.96,7,1,105.0,,,11650,반포동,,24평형,전월세,38220.0,38220.0,11650,202306,20230605
서초그랑자이,2021,23.08~25.08,신규,23,06,2023,20000.0,59.98,26,1757,380.0,,,11650,서초동,,24평형,전월세,115000.0,115000.0,11650,202306,20230623
래미안원베일리,2023,23.09~25.09,신규,25,06,2023,30000.0,59.96,12,1,300.0,,,11650,반포동,,24평형,전월세,105000.0,105000.0,11650,202306,20230625
서초그랑자이,2021,23.08~25.08,신규,03,06,2023,105000.0,59.98,9,1757,0.0,,,11650,서초동,,24평형,전월세,105000.0,105000.0,11650,202306,20230603
서초그랑자이,2021,23.08~25.08,신규,29,06,2023,150000.0,84.51,18,1757,0.0,,,11650,서초동,,34평형,전월세,150000.0,150000.0,11650,202306,20230629
래미안원베일리,2023,~25.11,신규,02,06,2023,20100.0,59.96,8,1,95.0,,,11650,반포동,,24평형,전월세,43850.0,43850.0,11650,202306,20230602
래미안원베일리,2023,~25.11,신규,02,06,2023,11970.0,59.96,8,1,105.0,,,11650,반포동,,24평형,전월세,38220.0,38220.0,11650,202306,20230602
신반포2,1978,23.08~25.08,신규,14,06,2023,5000.0,68.91,7,73,150.0,,,11650,잠원동,,24평형,전월세,42500.0,42500.0,11650,202306,20230614
래미안원베일리,2023,~25.11,신규,02,06,2023,17000.0,59.96,12,1,101.0,,,11650,반포동,,24평형,전월세,42250.0,42250.0,11650,202306,20230602
래미안 리더스원,2020,23.08~25.08,신규,07,06,2023,10000.0,59.96,16,1755,400.0,,,11650,서초동,,24평형,전월세,110000.0,110000.0,11650,202306,20230607
서초그랑자이,2021,23.08~25.08,신규,23,06,2023,130000.0,84.51,18,1757,0.0,,,11650,서초동,,34평형,전월세,130000.0,130000.0,11650,202306,20230623
래미안원베일리,2023,23.09~25.09,신규,26,06,2023,100000.0,59.96,14,1,0.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202306,20230626
래미안원베일리,2023,23.09~25.11,신규,07,06,2023,11970.0,59.96,7,1,105.0,,,11650,반포동,,24평형,전월세,38220.0,38220.0,11650,202306,20230607
래미안원베일리,2023,23.09~25.08,신규,24,06,2023,99000.0,59.96,12,1,0.0,,,11650,반포동,,24평형,전월세,99000.0,99000.0,11650,202306,20230624
래미안원베일리,2023,~25.11,신규,01,06,2023,15940.0,59.96,8,1,96.0,,,11650,반포동,,24평형,전월세,39940.0,39940.0,11650,202306,20230601
래미안원베일리,2023,23.10~25.10,신규,28,06,2023,100000.0,59.96,13,1,0.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202306,20230628
서초그랑자이,2021,23.07~25.09,신규,05,06,2023,12440.0,59.99,15,1757,109.0,,,11650,서초동,,24평형,전월세,39690.0,39690.0,11650,202306,20230605
래미안원베일리,2023,23.08~25.08,신규,14,06,2023,120000.0,84.97,1,1,0.0,,,11650,반포동,,34평형,전월세,120000.0,120000.0,11650,202306,20230614
래미안원베일리,2023,23.09~25.09,신규,24,06,2023,50000.0,84.95,21,1,400.0,,,11650,반포동,,34평형,전월세,150000.0,150000.0,11650,202306,20230624
래미안원베일리,2023,23.08~25.08,신규,10,06,2023,123000.0,59.96,25,1,0.0,,,11650,반포동,,24평형,전월세,123000.0,123000.0,11650,202306,20230610
신반포2,1978,23.07~25.07,신규,22,06,2023,60000.0,107.31,8,73,0.0,,,11650,잠원동,,34평형,전월세,60000.0,60000.0,11650,202306,20230622
서초그랑자이,2021,23.07~25.07,신규,15,06,2023,10000.0,59.98,7,1757,390.0,,,11650,서초동,,24평형,전월세,107500.0,107500.0,11650,202306,20230615
래미안원베일리,2023,23.09~25.09,신규,24,06,2023,100000.0,59.96,15,1,0.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202306,20230624
래미안원베일리,2023,23.09~25.09,신규,20,06,2023,100000.0,59.96,6,1,0.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202306,20230620
래미안원베일리,2023,23.10~25.10,신규,24,06,2023,100000.0,59.96,2,1,0.0,,,11650,반포동,,24평형,전월세,100000.0,100000.0,11650,202306,20230624
래미안원베일리,2023,23.10~25.10,신규,23,06,2023,103000.0,59.96,26,1,0.0,,,11650,반포동,,24평형,전월세,103000.0,103000.0,11650,202306,20230623
신반포2,1978,23.07~25.07,신규,24,06,2023,5000.0,107.31,3,73,240.0,,,11650,잠원동,,34평형,전월세,65000.0,65000.0,11650,202306,20230624
래미안원베일리,2023,23.09~25.09,신규,11,06,2023,22000.0,59.96,22,1,380.0,,,11650,반포동,,24평형,전월세,117000.0,117000.0,11650,202306,20230611
